sample_id,Indole2,Indole3,Indole1,DMSO1,DMSO2,DMSO3,TCDD1,TCDD2,TCDD3
Hapln2,0,1,0,0,0,1,0,1,0
Hapln3,0,0,0,2,0,0,0,0,0
Hapln4,7,6,9,6,11,10,7,6,4
Harbi1,154,204,194,258,136,199,136,199,180
Hars,1001,1201,1345,1210,1346,1055,1227,1555,1312
Hars2,568,650,733,562,424,513,376,628,748
Has1,0,0,0,1,1,0,0,0,0
Has2,1,3,2,4,1,0,1,1,1
Has2os,7,9,13,15,12,12,8,7,15
Has3,13,9,9,8,4,14,5,11,12
Hat1,343,453,445,398,322,367,269,479,499
Haus1,131,122,172,118,158,117,139,167,145
Haus2,355,366,449,441,195,397,226,462,463
Haus3,140,135,176,136,156,108,116,148,152
Haus4,133,169,180,123,189,124,167,177,193
Haus5,9,8,15,20,17,4,20,11,15
Haus6,212,264,277,284,161,196,176,279,271
Haus7,322,369,399,350,468,348,324,471,390
Haus8,183,203,222,348,273,286,184,267,220
Havcr1,0,0,0,0,0,0,0,0,0
Havcr2,2,0,1,2,2,0,0,0,0
Hax1,184,227,236,362,402,274,354,307,274
Hba-a1,0,0,0,0,0,0,0,0,0
Hba-a2,0,0,0,0,0,0,0,0,0
Hba-ps4,1,0,3,1,0,0,0,1,0
Hba-x,0,0,0,0,0,0,0,0,0
Hbb-bh0,0,0,0,0,0,0,0,0,0
Hbb-bh1,0,0,0,0,0,0,0,0,0
Hbb-bh2,0,0,0,0,0,0,0,0,0
Hbb-bh3,0,0,0,0,0,0,0,0,0
Hbb-bs,0,0,0,0,0,0,0,0,0
Hbb-bt,0,0,0,0,0,0,0,0,0
Hbb-y,0,0,0,0,0,0,0,0,0
Hbegf,1261,1272,1571,2389,1356,1627,1375,1503,1399
Hbp1,984,1075,1134,1584,1006,1309,1058,1003,1069
Hbq1a,0,0,0,0,0,0,0,0,0
Hbq1b,0,0,0,0,0,0,0,0,0
Hbs1l,1201,1262,1374,1192,1010,1125,819,1365,1445
Hc,4,4,2,5,6,3,5,4,8
Hcar1,0,1,0,2,0,0,1,1,1
Hcar2,3,8,5,28,3,5,1,3,3
Hccs,863,986,1092,751,487,821,538,902,999
Hcfc1,2749,3080,3247,3324,2826,2923,3962,3887,3420
Hcfc1r1,923,1090,1201,1205,3357,1168,2505,1198,1159
Hcfc2,430,493,505,501,318,441,336,461,475
Hck,42,40,64,15,60,37,46,54,38
Hcls1,19,8,16,5,12,9,22,17,13
Hcn1,1,1,0,2,0,1,3,1,1
Hcn2,177,213,192,144,144,159,158,198,179
Hcn3,35,36,42,32,37,29,24,31,25
Hcn4,1,2,1,2,1,2,1,0,0
Hcrt,0,1,0,0,0,0,0,0,0
Hcrtr1,1,1,0,2,0,2,1,1,1
Hcrtr2,0,0,0,0,0,0,0,0,0
Hcst,12,12,18,22,13,13,6,11,19
Hdac1,458,617,565,623,581,600,502,604,540
Hdac10,283,339,341,294,312,260,325,380,321
Hdac11,520,536,559,399,685,458,563,582,540
Hdac2,1415,1735,2031,1495,1722,1523,1436,1991,1869
Hdac3,1510,1766,1938,1983,2033,1682,1771,2008,1883
Hdac4,456,466,525,625,350,505,461,552,476
Hdac5,626,710,665,782,707,709,600,683,660
Hdac6,265,266,267,361,284,252,256,311,292
Hdac7,154,181,189,270,172,194,214,212,160
Hdac8,112,135,130,88,155,95,119,137,133
Hdac9,17,24,20,18,10,17,27,33,19
Hdc,0,0,0,5,2,0,1,1,0
Hddc2,277,303,302,434,313,369,247,399,349
Hddc3,63,58,74,79,57,65,56,95,73
Hdgf,5920,7193,7332,8843,8981,7516,7897,8462,7736
Hdgfl1,0,0,0,0,0,0,0,0,0
Hdgfrp2,479,622,632,548,872,530,781,694,569
Hdgfrp3,0,0,0,2,0,1,0,1,0
Hdhd1a,0,1,0,0,1,1,0,0,0
Hdhd2,565,652,757,620,667,633,617,763,694
Hdhd3,437,577,573,413,602,447,435,491,515
Hdlbp,11825,13532,13917,16093,15429,15036,16005,16209,15521
Hdx,0,0,0,0,0,0,0,0,0
Heatr1,1230,1318,1575,1500,893,1153,962,1771,1788
Heatr2,434,510,505,598,549,548,572,682,666
Heatr3,660,798,908,504,548,499,455,899,935
Heatr5a,1317,1602,1521,1983,1121,1646,1380,1753,1782
Heatr5b,763,863,892,716,729,752,751,831,978
Heatr6,503,586,666,691,637,598,580,739,614
Heatr9,0,1,1,0,1,0,1,0,2
Hebp1,6,5,10,5,1,7,2,2,7
Hebp2,99,151,142,253,175,192,164,189,178
Heca,484,542,547,643,318,567,328,475,538
Hectd1,4021,4363,4802,5035,3090,4178,3690,4891,5217
Hectd2,3,0,0,5,1,8,2,0,4
Hectd3,1563,1723,1820,1515,2229,1590,1798,1899,1795
Hecw1,0,0,0,1,0,0,0,0,0
Hecw2,2,1,2,10,8,8,2,3,6
Heg1,126,142,156,335,170,182,163,181,165
Helb,467,484,514,505,433,516,514,516,571
Hells,429,476,563,314,353,315,468,538,585
Helq,186,203,208,190,171,166,190,225,203
Helt,0,0,0,0,0,0,0,0,0
Helz,888,850,950,1144,922,879,1140,984,1042
Helz2,1786,1798,2001,2045,1255,1746,1487,1864,1893
Hemgn,0,0,0,0,0,0,0,0,0
Hemk1,155,171,192,218,134,154,105,209,168
Hemt1,8,4,7,10,11,16,4,12,18
Henmt1,0,0,0,2,0,0,0,0,0
Hepacam,22,19,23,52,25,36,30,21,27
Hepacam2,926,1209,1139,904,787,908,807,998,1034
Heph,4709,5097,5404,4532,4001,4410,3411,4611,5297
Hephl1,0,1,3,6,2,0,2,0,1
Herc1,1656,1708,1860,1860,1076,1447,1354,1874,1965
Herc2,1739,1645,1725,1857,1218,1548,1371,1914,2048
Herc3,559,591,602,492,412,538,432,631,601
Herc4,1066,1188,1378,1430,880,1347,853,1335,1608
Herc6,109,157,148,88,102,153,89,91,162
Herpud1,4022,4610,4703,5814,6091,5930,5317,5364,5216
Herpud2,539,578,573,635,641,572,649,615,625
Hes1,1411,1600,1820,1526,1730,1579,1613,1970,1725
Hes2,49,37,53,41,36,39,40,27,50
Hes3,0,0,0,0,0,0,0,0,0
Hes5,0,2,1,3,1,1,2,1,3
Hes6,868,1230,1244,908,1164,968,764,1164,1072
Hes7,3,3,3,4,0,6,3,2,0
Hesx1,10,18,22,37,15,34,20,20,14
Hexa,1861,2205,2402,1955,3178,2072,2409,2268,2254
Hexb,1264,1669,1705,1843,780,1684,731,1488,1695
Hexdc,285,333,308,401,300,360,262,391,304
Hexim1,1059,1204,1460,1037,1228,1187,1091,1350,1301
Hexim2,16,28,24,23,21,32,31,37,37
Hey1,4,2,1,3,0,3,1,1,1
Hey2,0,0,0,1,0,0,1,1,0
Heyl,0,0,0,3,0,3,2,1,2
Hfe,116,104,154,153,126,131,124,139,108
Hfe2,0,0,0,0,0,0,0,0,0
Hfm1,0,1,2,0,1,2,1,1,0
Hgd,1,1,0,2,2,0,1,0,0
Hgf,1,2,0,4,0,3,0,1,0
Hgfac,3608,4213,4172,3050,4762,3405,4294,4109,4153
Hgs,1683,2055,2059,2680,2375,2378,2722,2490,2129
Hgsnat,686,844,932,912,660,902,579,872,867
Hhat,52,58,77,71,42,83,60,87,57
Hhatl,0,0,0,0,0,0,1,0,0
Hhex,43,29,34,37,33,34,25,38,34
Hhip,0,0,0,0,0,0,0,0,0
Hhipl1,0,0,0,2,0,0,0,0,0
Hhipl2,0,0,0,2,0,2,0,2,0
Hhla1,0,0,0,0,0,0,0,0,0
Hiat1,1411,1631,1795,1782,1101,1610,1172,1831,1709
Hiatl1,1789,2050,2148,2001,1140,1978,1160,1935,2245
Hibadh,1504,1834,2048,1522,1751,1643,1317,1921,1973
Hibch,393,425,447,394,401,397,328,455,519
Hic1,2,1,0,1,0,1,1,3,1
Hic2,81,98,102,92,94,71,71,115,116
Hid1,1287,1560,1531,2028,1747,1792,1704,1754,1538
Hif1a,3978,4244,5091,8215,3501,6092,5400,5841,5252
Hif1an,1456,1574,1742,1648,1160,1437,1119,1604,1676
Hif3a,1483,1524,1488,1707,1825,1692,1804,1975,2101
Higd1a,2180,2273,2663,2228,2851,2829,2124,2831,2665
Higd1b,0,0,0,0,0,0,0,0,0
Higd1c,0,0,0,0,0,0,0,0,0
Higd2a,1685,2232,2324,2087,4667,2139,3933,2270,2195
Hilpda,401,483,537,786,519,666,374,732,626
Hils1,0,1,0,0,0,0,0,0,1
Hinfp,253,310,276,425,220,333,273,321,319
Hint1,4367,5293,5921,4595,4405,4940,3249,6308,5514
Hint2,342,443,413,439,402,405,268,487,455
Hint3,354,459,511,474,175,418,130,430,490
Hip1,1,1,1,4,0,3,2,0,0
Hip1r,1161,1392,1516,1351,1498,1328,1474,1555,1409
Hipk1,2522,2615,3079,2994,1535,2466,1891,2690,2761
Hipk2,702,643,725,1066,473,764,928,820,645
Hipk3,1493,1605,1776,1987,936,1611,1270,1804,1835
Hipk4,7,8,17,14,11,7,8,11,6
Hira,263,313,314,235,213,213,138,349,293
Hirip3,205,257,258,188,340,189,311,237,269
Hist1h1a,0,1,0,5,0,4,1,0,0
Hist1h1b,2,0,0,63,0,15,1,0,2
Hist1h1c,1708,1880,1915,4617,2083,3588,1918,2570,2173
Hist1h1d,4,9,8,89,17,43,17,14,4
Hist1h1e,4,7,7,61,15,48,7,8,9
Hist1h1t,0,0,0,0,0,0,0,0,1
Hist1h2aa,0,0,0,0,0,0,0,0,0
Hist1h2ab,0,0,2,1,2,1,1,2,0
Hist1h2ac,6,0,6,24,0,16,4,6,1
Hist1h2ad,1,0,0,5,0,2,1,0,1
Hist1h2ae,1,1,0,0,0,1,0,1,4
Hist1h2af,0,0,0,0,0,0,0,0,0
Hist1h2ag,0,1,0,0,1,0,0,0,0
Hist1h2ah,0,0,0,0,0,0,1,0,0
Hist1h2ai,0,0,0,1,0,1,0,1,0
Hist1h2aj,0,0,0,0,0,0,0,0,0
Hist1h2ak,0,0,0,0,0,0,0,0,0
Hist1h2al,0,0,0,0,0,0,0,0,0
Hist1h2an,0,0,0,0,0,0,0,0,0
Hist1h2ao,0,0,0,0,0,0,0,0,0
Hist1h2ap,0,0,0,0,0,0,0,0,0
Hist1h2ba,0,0,0,0,0,0,0,0,0
Hist1h2bb,0,0,1,0,0,2,0,2,0
Hist1h2bc,460,543,642,1042,787,786,699,792,617
Hist1h2be,21,30,25,178,22,85,35,26,30
Hist1h2bf,0,1,0,0,0,1,0,1,2
Hist1h2bg,4,1,3,15,4,12,1,3,6
Hist1h2bh,0,0,1,1,1,2,0,3,0
Hist1h2bj,2,3,1,2,0,0,3,1,0
Hist1h2bk,0,0,0,0,0,0,0,1,0
Hist1h2bl,0,0,0,0,0,0,1,0,1
Hist1h2bm,0,0,0,1,0,0,0,1,0
Hist1h2bn,1,0,0,0,0,0,0,1,1
Hist1h2bp,0,0,0,3,0,4,0,0,0
Hist1h2bq,0,0,0,0,0,0,0,0,0
Hist1h2br,0,0,0,0,0,0,0,0,0
Hist1h3a,0,0,0,1,2,0,0,0,0
Hist1h3b,4,4,6,4,4,3,4,0,0
Hist1h3c,1,0,0,2,0,0,1,1,0
Hist1h3d,1,3,2,5,1,6,3,4,1
Hist1h3e,0,0,0,0,0,1,0,1,0
Hist1h3f,0,0,0,1,1,0,0,0,0
Hist1h3g,0,1,0,0,1,1,0,0,0
Hist1h3h,0,0,0,0,0,0,0,0,1
Hist1h3i,0,0,0,0,0,1,0,0,0
Hist1h4a,0,0,0,0,1,3,1,0,0
Hist1h4b,0,0,0,0,0,0,0,0,0
Hist1h4c,0,0,0,6,0,2,0,0,0
Hist1h4d,0,0,1,2,1,2,1,0,1
Hist1h4f,0,0,0,0,0,1,0,0,0
Hist1h4h,1,1,5,6,2,10,5,1,2
Hist1h4i,18,31,34,71,32,36,24,30,32
Hist1h4j,5,2,0,29,2,8,1,4,2
Hist1h4k,0,2,1,2,0,8,0,1,1
Hist1h4m,0,0,0,0,1,0,0,0,0
Hist1h4n,0,1,3,1,0,4,1,0,0
Hist2h2aa1,0,0,0,0,0,0,0,0,0
Hist2h2aa2,0,0,0,0,0,0,0,0,0
Hist2h2ab,1,1,0,0,0,0,1,0,1
Hist2h2ac,0,1,0,2,0,4,0,2,0
Hist2h2bb,0,0,0,0,0,0,0,0,0
Hist2h2be,86,73,85,115,72,98,77,120,81
Hist2h3b,0,0,0,0,0,0,0,0,0
Hist2h3c1,0,0,0,0,0,0,0,0,0
Hist2h3c2,4,4,7,26,3,12,3,6,6
Hist2h4,4,0,2,12,4,0,7,0,3
Hist3h2a,50,69,77,97,96,115,61,90,69
Hist3h2ba,2,1,2,7,2,14,1,5,3
Hist3h2bb-ps,0,0,0,1,0,0,0,0,1
Hist4h4,2,2,3,3,0,4,0,0,0
Hivep1,1220,1388,1420,1954,1267,1645,1684,1567,1453
Hivep2,662,744,776,1059,634,762,767,814,867
Hivep3,95,95,112,111,121,82,127,119,111
Hjurp,2395,2430,2521,3266,1731,2513,2022,3139,2969
Hk1,8900,10335,10640,13675,14336,13199,15056,13868,11784
Hk1os,22,22,18,51,56,36,45,32,23
Hk2,11068,11187,12815,12350,11803,12745,12177,14508,13319
Hk3,0,1,0,0,0,1,0,0,0
Hkdc1,213,192,278,100,224,160,161,200,182
Hlcs,409,450,509,489,452,436,451,601,508
Hlf,0,0,1,0,2,0,2,0,0
Hltf,469,487,542,525,469,503,441,529,559
Hlx,1,0,2,3,1,0,2,2,1
Hm629797,0,0,0,0,0,0,0,0,1
Hmbox1,586,616,571,713,489,574,563,602,670
Hmbs,404,490,509,499,540,483,493,578,496
Hmces,231,278,274,286,220,267,163,249,261
Hmcn1,209,237,277,218,88,236,131,221,265
Hmcn2,6,1,4,10,3,2,7,4,3
Hmg20a,584,578,690,663,566,591,611,731,663
Hmg20b,1007,1009,1181,1098,1370,1181,1263,1306,1060
Hmga1,656,796,808,1110,1200,867,1209,1043,801
Hmga1-rs1,13,20,30,24,29,27,36,35,23
Hmga2,568,619,715,514,624,499,650,627,608
Hmgb1,194,267,305,223,237,223,219,274,278
Hmgb1-ps1,0,0,0,0,0,0,0,0,0
Hmgb1-ps2,0,0,0,0,0,0,0,1,1
Hmgb1-ps3,0,1,0,0,0,1,0,1,0
Hmgb1-ps4,0,0,0,0,0,0,0,0,0
Hmgb1-ps5,0,0,1,0,0,3,0,1,1
Hmgb1-ps6,0,0,0,0,0,0,0,0,0
Hmgb1-ps7,0,1,0,0,2,0,1,0,0
Hmgb1-ps8,0,1,1,0,0,0,0,1,0
Hmgb1-ps9,0,0,0,0,0,1,0,0,0
Hmgb1-rs16,0,0,3,2,1,0,1,0,1
Hmgb1-rs18,0,0,0,1,0,0,0,0,0
Hmgb1l,0,0,0,0,0,0,0,0,0
Hmgb2,222,262,277,193,147,167,81,211,237
Hmgb3,110,126,117,103,131,91,100,161,133
Hmgb3-ps,0,0,0,0,0,0,0,0,0
Hmgb4,0,0,0,0,0,0,0,0,0
Hmgb4os,0,0,0,0,0,0,0,0,0
Hmgcl,1122,1423,1508,938,989,1105,690,1309,1330
Hmgcll1,99,101,121,201,107,141,121,140,101
Hmgcr,13975,14869,16930,17779,13762,16590,14476,20250,18950
Hmgcs1,28911,30263,36177,31159,32722,34664,31286,40407,40102
Hmgcs2,4288,4417,5853,2699,6212,3692,4266,5007,4004
Hmgn1,648,787,805,528,567,565,482,796,691
Hmgn2,106,132,159,112,88,124,72,152,103
Hmgn2-ps1,0,0,0,0,0,0,0,0,0
Hmgn2l6,0,0,1,0,0,0,0,0,1
Hmgn3,9,4,3,11,10,8,16,12,9
Hmgn5,628,739,734,553,813,564,593,760,795
Hmgxb3,780,953,949,1151,690,943,939,1197,1059
Hmgxb4,474,565,566,637,490,550,604,637,580
Hmha1,26,26,24,56,33,36,28,43,27
Hmmr,262,322,302,209,199,179,219,262,298
Hmox1,608,746,671,3004,1268,1748,1387,1236,720
Hmox2,487,596,630,526,694,564,633,647,650
Hmx1,0,0,0,0,0,0,0,0,0
Hmx2,1,3,2,3,3,2,1,3,2
Hmx3,0,1,3,0,0,2,3,4,3
Hn1,2861,3444,3467,3218,2652,3066,1775,3400,3515
Hn1l,1322,1542,1780,1529,1193,1348,1240,1607,1677
Hnf1a,715,878,839,885,901,864,1430,1063,792
Hnf1aos1,9,13,12,8,7,13,6,17,17
Hnf1aos2,5,5,7,4,2,2,3,6,2
Hnf1b,872,1054,1120,884,1503,877,1510,1038,923
Hnf4a,23693,27368,28558,23860,30136,25420,27328,29474,29918
Hnf4aos,0,1,0,2,0,1,0,1,0
Hnf4g,401,468,497,361,250,350,283,345,457
Hnmt,2,4,2,1,2,4,0,0,1
Hnrnpa0,2475,2857,3388,2830,1145,3007,1370,3594,2834
Hnrnpa1,353,342,377,410,238,293,255,422,360
Hnrnpa1l2-ps,1,0,3,1,0,0,0,1,0
Hnrnpa2b1,15112,16152,18204,18961,13992,16792,13298,19815,18077
Hnrnpa3,595,566,651,629,322,562,293,714,672
Hnrnpab,4683,5572,6341,5146,6650,5059,6585,6828,6059
Hnrnpc,3089,3492,4005,3540,3541,3267,3076,4182,3959
Hnrnpd,2612,2840,3178,4093,4217,3361,4087,3872,3644
Hnrnpdl,2852,2932,3331,3347,2840,3011,3103,3739,3528
Hnrnpf,911,1109,1234,985,918,1028,888,1279,1177
Hnrnph1,4683,4633,5562,5207,5210,4640,5682,5857,5691
Hnrnph2,800,944,1084,1205,1111,1015,1125,1124,1081
Hnrnph3,407,444,508,767,797,592,659,608,490
Hnrnpk,4795,5372,5938,5439,5709,4956,5690,6236,6069
Hnrnpl,4078,4422,4721,5551,4882,4910,4752,5684,5214
Hnrnpll,1391,1582,1612,1606,861,1511,844,1755,1746
Hnrnpm,4533,4973,5633,3990,4991,4261,4845,6038,5452
Hnrnpr,949,1061,1262,1104,958,995,1015,1116,1134
Hnrnpu,1988,1924,2343,2096,1379,1729,1111,2153,2227
Hnrnpul1,2536,2878,3061,3231,4315,3027,5108,3599,3108
Hnrnpul2,6324,7261,7767,7926,7287,7392,7296,8690,7987
Hoga1,93,117,121,101,108,86,112,135,116
Homer1,629,651,688,664,355,594,415,612,714
Homer2,944,1127,1053,1046,962,1021,1020,1182,1219
Homer3,66,89,90,115,96,94,123,108,79
Homez,164,234,211,241,281,174,231,206,245
Hook1,6754,7392,8162,5698,3769,5438,4778,7096,8013
Hook2,2138,2476,2644,2538,2436,2468,2270,2933,2546
Hook3,733,665,729,794,449,618,501,703,786
Hopx,751,884,1046,873,474,762,466,1129,829
Hopxos,8,4,5,10,5,7,8,9,8
Hormad1,1,0,0,0,0,1,0,0,0
Hormad2,0,0,2,3,1,2,0,3,0
Hotair,0,0,0,0,0,0,0,0,0
Hotairm1,17,15,9,48,13,22,2,33,11
Hottip,513,605,603,690,571,620,442,587,596
Hoxa1,24,18,23,54,22,26,26,35,30
Hoxa10,1075,1107,1322,984,1187,987,977,1065,1222
Hoxa11,41,50,34,66,39,54,57,52,53
Hoxa11os,906,867,1000,818,679,739,590,991,831
Hoxa13,1120,1379,1407,1118,1115,1087,1147,1218,1301
Hoxa2,63,46,96,50,88,47,70,76,64
Hoxa3,277,280,311,237,388,271,519,389,260
Hoxa4,13,15,14,17,21,14,35,18,19
Hoxa5,156,155,185,196,171,198,190,221,187
Hoxa6,43,50,54,61,29,55,36,73,61
Hoxa7,744,810,1045,581,1224,765,1339,1178,931
Hoxa9,964,1087,1255,731,1233,927,1235,1281,1299
Hoxaas2,31,32,45,57,14,37,29,36,33
Hoxaas3,229,255,274,180,356,166,311,278,291
Hoxb1,0,1,0,0,0,0,0,0,0
Hoxb13,3416,4425,4383,4120,5584,4270,4329,4821,4639
Hoxb2,2,1,2,5,2,4,5,6,0
Hoxb3,53,43,46,31,44,34,62,50,26
Hoxb3os,5,0,7,1,0,5,2,2,0
Hoxb4,80,46,59,39,61,39,73,78,45
Hoxb5,79,72,75,73,94,75,102,125,76
Hoxb5os,16,12,25,17,10,13,16,27,10
Hoxb6,274,243,303,244,419,248,457,349,236
Hoxb7,122,105,176,110,208,111,126,139,133
Hoxb8,172,161,145,116,283,125,271,199,145
Hoxb9,1350,1366,1574,960,1810,979,1564,1548,1529
Hoxc10,0,0,0,0,0,0,0,0,0
Hoxc11,0,0,0,0,0,0,0,0,0
Hoxc12,0,0,0,0,0,0,0,0,0
Hoxc13,0,0,0,0,0,1,0,0,0
Hoxc4,0,0,0,0,0,0,0,0,0
Hoxc5,0,0,0,0,0,0,0,0,0
Hoxc6,0,0,0,0,0,0,0,0,0
Hoxc8,0,0,0,0,0,0,0,0,1
Hoxc9,0,0,0,0,0,0,0,0,0
Hoxd1,3,8,5,2,5,2,5,3,1
Hoxd10,145,143,157,143,168,134,118,139,147
Hoxd11,113,93,176,124,82,138,70,143,150
Hoxd12,59,67,74,46,120,60,66,73,75
Hoxd13,1165,1232,1417,959,1152,966,893,1002,1166
Hoxd3,0,1,3,3,2,0,2,4,4
Hoxd3os1,11,7,15,2,7,5,13,9,7
Hoxd4,21,17,23,13,17,15,18,20,13
Hoxd8,47,55,78,44,71,47,73,79,55
Hoxd9,45,39,53,51,64,46,48,45,49
Hp,0,0,0,0,1,0,0,1,0
Hp1bp3,2437,2856,2837,2281,2025,2176,2068,2755,2742
Hpca,38,32,56,20,21,18,41,35,37
Hpcal1,1342,1680,1723,1977,2134,1948,1778,1788,1616
Hpcal4,366,419,504,534,358,491,341,440,513
Hpd,245,354,357,234,441,246,435,344,340
Hpdl,233,318,324,218,178,230,186,260,256
Hpgd,1760,1886,2350,595,1988,1181,1419,1295,1859
Hpgds,214,229,247,383,191,260,209,235,180
Hpn,29,33,27,26,38,27,25,41,33
Hprt,2879,3232,3705,3306,2427,3224,2338,3685,3909
Hps1,313,369,395,554,372,488,428,535,388
Hps3,309,336,349,311,156,286,142,327,291
Hps4,370,447,431,425,291,352,307,425,400
Hps5,1630,1628,1786,1226,1088,1308,1056,1603,1729
Hps6,136,149,171,174,129,190,116,175,189
Hpse,528,573,730,1322,647,1227,643,945,749
Hpse2,0,0,0,0,0,0,0,0,0
Hpx,3,1,3,5,5,1,2,1,2
Hr,183,192,209,128,189,149,178,146,188
Hras,917,1140,1297,986,1553,1014,1179,1333,1143
Hrasls,0,0,0,0,0,0,0,0,0
Hrasls5,3,0,1,2,0,0,0,0,0
Hrc,34,49,45,34,20,38,21,42,48
Hrct1,3,9,7,4,12,11,12,10,11
Hrg,2,4,10,8,14,7,6,7,7
Hrh1,141,140,150,136,136,138,99,150,174
Hrh2,0,0,0,0,0,0,0,0,1
Hrh3,1,1,0,0,1,2,0,0,1
Hrh4,0,0,0,0,0,0,0,0,0
Hrk,0,0,0,0,0,0,0,0,2
Hrnr,0,0,0,0,0,0,0,0,0
Hrsp12,452,526,498,410,518,406,454,542,524
Hs1bp3,500,578,593,709,767,587,657,594,575
Hs2st1,922,1080,1227,978,623,861,635,1059,1089
Hs3st1,674,805,983,982,923,747,1116,903,727
Hs3st2,0,0,0,0,0,0,0,0,0
Hs3st3a1,0,0,1,0,1,0,1,0,0
Hs3st3b1,194,185,253,90,172,131,81,172,186
Hs3st4,0,0,0,0,0,0,0,0,0
Hs3st5,4,1,4,14,3,20,10,4,4
Hs3st6,0,0,1,1,0,0,0,0,0
Hs6st1,2529,2875,3265,3040,4062,2823,3861,3142,2846
Hs6st2,0,1,0,0,0,0,0,1,0
Hs6st3,0,0,0,0,0,0,0,0,0
Hsbp1,1522,1859,1909,1632,2119,1634,1542,2118,2053
Hsbp1l1,30,25,34,40,51,38,31,37,30
Hscb,160,205,227,237,199,216,165,236,213
Hsd11b1,3,5,5,1,5,5,2,2,1
Hsd11b2,1565,1789,1942,1185,2292,1399,1860,1650,1689
Hsd17b1,0,0,5,2,2,2,0,2,1
Hsd17b10,810,1013,1141,943,1387,954,994,1144,965
Hsd17b11,1950,2307,2460,1974,2013,2132,1906,2455,2427
Hsd17b12,4350,4903,5580,4517,3505,4678,3202,5570,5081
Hsd17b13,153,193,178,104,355,198,259,250,167
Hsd17b14,83,111,139,71,142,70,178,130,100
Hsd17b2,4700,5614,6242,3007,8672,4673,6692,5789,5969
Hsd17b3,0,0,0,0,0,0,0,0,0
Hsd17b4,1749,1956,2223,1778,2001,1806,1921,2168,2061
Hsd17b6,0,0,0,0,0,0,0,0,0
Hsd17b7,4170,4187,5273,5165,3062,4945,4089,6083,5428
Hsd3b1,1,2,0,1,0,0,0,3,0
Hsd3b2,140,144,169,56,116,101,70,101,123
Hsd3b3,968,1081,1151,552,1531,830,1023,963,979
Hsd3b4,0,0,0,0,0,0,0,0,0
Hsd3b5,0,0,0,0,0,0,0,0,0
Hsd3b6,1,1,0,0,1,0,0,0,0
Hsd3b7,428,494,483,521,338,534,378,584,495
Hsdl1,479,537,587,476,445,472,438,550,511
Hsdl2,520,621,682,516,579,505,458,602,634
Hsf1,577,663,731,597,745,611,805,817,729
Hsf2,108,132,143,125,90,122,99,130,143
Hsf2bp,13,21,18,60,22,46,27,27,39
Hsf3,10,4,4,2,4,5,11,2,5
Hsf4,43,39,41,64,56,73,67,64,46
Hsf5,3,1,3,2,5,0,0,0,2
Hsfy2,0,0,0,0,0,0,0,0,0
Hsh2d,74,123,120,117,73,114,75,82,87
Hsp25-ps1,0,0,0,2,1,0,0,0,0
Hsp90aa1,1039,1217,1358,1392,908,1210,837,1453,1382
Hsp90ab1,26495,32184,33449,32174,43154,28784,38193,36751,33114
Hsp90b1,11294,13100,13198,12182,15812,12812,11398,12365,14431
Hspa12a,171,150,179,44,133,107,99,105,200
Hspa12b,1,2,5,2,3,3,4,7,0
Hspa13,1028,1131,1153,879,619,936,641,1024,1122
Hspa14,889,1099,1144,1042,892,962,891,1079,976
Hspa1a,106,83,157,148,78,125,65,71,82
Hspa1b,371,374,553,742,159,500,186,458,293
Hspa1l,9,13,8,15,5,8,9,17,8
Hspa2,47,79,67,105,73,76,86,75,69
Hspa4,6799,7611,8774,7607,7786,7131,7034,9206,8997
Hspa4l,1284,1440,1617,2328,911,1558,1171,1637,1797
Hspa5,26564,31240,30610,30489,28355,32839,21471,32094,34565
Hspa8,7594,8894,10330,4639,12576,5924,9618,8483,8857
Hspa9,10997,12608,13764,13931,14350,12961,12847,16079,15052
Hspa9-ps1,7,12,4,4,4,5,7,5,12
Hspb1,3,6,18,71,16,42,13,10,9
Hspb11,111,117,151,126,234,161,173,131,125
Hspb2,1,1,0,13,0,4,0,1,0
Hspb3,0,0,0,0,0,0,0,0,0
Hspb6,32,27,33,33,63,33,69,31,36
Hspb7,0,0,0,0,0,1,0,0,0
Hspb8,4,6,13,13,3,7,10,8,7
Hspb9,0,2,2,2,5,3,3,1,2
Hspbap1,217,310,343,231,271,226,238,422,367
Hspbp1,476,652,683,637,447,679,429,829,618
Hspd1,3212,3881,4493,2783,4015,2993,3629,4285,4404
Hspe1,612,663,750,565,548,576,441,735,789
Hspe1-ps2,0,0,0,0,0,0,0,0,0
Hspe1-ps3,2,1,0,0,0,0,0,1,1
Hspe1-ps4,0,0,0,0,0,0,0,0,0
Hspe1-ps5,0,0,0,0,0,0,0,0,1
Hspe1-ps6,0,0,0,0,0,0,0,0,0
Hspg2,203,167,218,353,129,217,258,320,200
Hsph1,1597,1813,2159,1303,1465,1247,1111,1637,1644
Htatip2,536,647,679,567,589,593,495,731,664
Htatsf1,890,999,1130,1010,935,954,760,1241,1113
Htr1a,0,0,0,0,0,0,0,0,0
Htr1b,0,0,0,7,0,0,0,0,0
Htr1d,2,2,4,15,5,2,2,5,4
Htr1f,0,0,0,0,0,0,0,0,0
Htr2a,0,0,0,3,0,0,0,0,0
Htr2b,1,0,2,1,0,0,2,4,0
Htr2c,1,0,0,0,0,0,0,0,0
Htr3a,0,2,0,0,1,0,1,0,0
Htr3b,0,0,0,0,0,0,0,0,0
